Timestamp,Temperature,Humidity,PPM,
2023-12-08 23:20:47,25.00,96.00,126,
2023-12-08 23:21:07,25.00,96.00,126,
2023-12-08 23:21:27,25.00,96.00,126,
2023-12-08 23:21:47,25.00,96.00,125,
2023-12-08 23:22:07,25.00,96.00,125,
2023-12-08 23:22:27,25.00,96.00,125,
2023-12-08 23:22:47,25.00,96.00,125,
2023-12-08 23:23:07,25.00,96.00,125,
2023-12-08 23:23:27,25.00,96.00,125,
2023-12-08 23:23:47,25.00,96.00,125,
2023-12-08 23:24:07,24.00,96.00,125,
2023-12-08 23:24:27,24.00,96.00,125,
2023-12-08 23:24:47,24.00,96.00,125,
2023-12-08 23:25:07,24.00,96.00,125,
2023-12-08 23:25:27,24.00,96.00,125,
2023-12-08 23:25:47,24.00,97.00,125,
2023-12-08 23:26:07,24.00,97.00,125,
2023-12-08 23:26:27,24.00,97.00,125,
2023-12-08 23:26:47,24.00,97.00,125,
2023-12-08 23:27:07,24.00,97.00,125,
2023-12-08 23:27:27,24.00,97.00,125,
2023-12-08 23:27:47,24.00,97.00,125,
2023-12-08 23:28:07,24.00,97.00,125,
2023-12-08 23:28:27,24.00,97.00,125,
2023-12-08 23:28:47,24.00,97.00,124,
2023-12-08 23:29:08,24.00,97.00,124,
2023-12-08 23:29:27,24.00,97.00,125,
2023-12-08 23:29:48,24.00,97.00,125,
2023-12-08 23:30:08,24.00,97.00,125,
2023-12-08 23:30:28,24.00,97.00,125,
2023-12-08 23:30:48,24.00,97.00,125,
2023-12-08 23:31:08,24.00,97.00,125,
2023-12-08 23:31:27,24.00,97.00,125,
2023-12-08 23:31:48,24.00,97.00,125,
2023-12-08 23:32:08,24.00,97.00,125,
2023-12-08 23:32:28,24.00,97.00,125,
2023-12-08 23:32:48,24.00,97.00,125,
2023-12-08 23:33:08,24.00,97.00,124,
2023-12-08 23:33:28,24.00,97.00,124,
2023-12-08 23:33:48,24.00,97.00,124,
2023-12-08 23:34:08,24.00,97.00,124,
2023-12-08 23:34:49,24.00,97.00,124,
2023-12-08 23:35:08,24.00,97.00,124,
2023-12-08 23:35:32,24.00,97.00,124,
2023-12-08 23:35:48,24.00,97.00,124,
2023-12-08 23:36:08,24.00,97.00,124,
2023-12-08 23:36:28,24.00,97.00,123,
2023-12-08 23:36:48,24.00,97.00,123,
2023-12-08 23:37:08,24.00,97.00,124,
2023-12-08 23:37:28,24.00,97.00,124,
2023-12-08 23:37:48,24.00,97.00,124,
2023-12-08 23:38:08,24.00,97.00,124,
2023-12-08 23:38:28,24.00,97.00,124,
2023-12-08 23:38:48,24.00,97.00,124,
2023-12-08 23:39:08,24.00,97.00,124,
2023-12-08 23:39:28,24.00,97.00,124,
2023-12-08 23:39:48,24.00,97.00,124,
2023-12-08 23:40:08,24.00,97.00,124,
2023-12-08 23:40:28,24.00,97.00,124,
2023-12-08 23:40:48,24.00,97.00,124,
2023-12-08 23:41:08,24.00,97.00,124,
2023-12-08 23:41:29,24.00,97.00,124,
2023-12-08 23:41:48,24.00,97.00,124,
2023-12-08 23:42:08,24.00,97.00,124,
2023-12-08 23:42:29,24.00,97.00,124,
2023-12-08 23:42:49,24.00,97.00,124,
2023-12-08 23:43:09,24.00,97.00,124,
2023-12-08 23:43:28,24.00,97.00,124,
2023-12-08 23:43:37,0.00,0.00,0,
2023-12-08 23:43:48,24.00,97.00,124,
2023-12-08 23:44:09,24.00,97.00,124,
2023-12-08 23:44:29,24.00,97.00,124,
2023-12-08 23:44:48,24.00,97.00,124,
2023-12-08 23:45:09,24.00,97.00,124,
2023-12-08 23:45:29,24.00,97.00,124,
2023-12-08 23:45:49,24.00,97.00,125,
2023-12-08 23:46:09,24.00,97.00,125,
2023-12-08 23:46:29,24.00,97.00,125,
2023-12-08 23:46:50,24.00,97.00,125,
2023-12-08 23:47:09,24.00,97.00,125,
2023-12-08 23:47:29,24.00,97.00,125,
2023-12-08 23:47:49,24.00,97.00,125,
2023-12-08 23:48:09,24.00,97.00,125,
2023-12-08 23:48:29,24.00,97.00,125,
2023-12-08 23:48:49,24.00,97.00,125,
2023-12-08 23:49:09,24.00,97.00,125,
2023-12-08 23:49:29,24.00,97.00,125,
2023-12-08 23:49:49,24.00,97.00,126,
2023-12-08 23:50:09,24.00,97.00,125,
2023-12-08 23:50:29,24.00,97.00,126,
2023-12-08 23:50:49,24.00,97.00,126,
2023-12-08 23:51:09,24.00,97.00,126,
2023-12-08 23:51:29,24.00,97.00,126,
2023-12-08 23:51:49,24.00,97.00,126,
2023-12-08 23:52:09,24.00,97.00,126,
2023-12-08 23:52:29,24.00,97.00,126,
2023-12-08 23:52:49,24.00,97.00,126,
2023-12-08 23:53:09,24.00,97.00,126,
2023-12-08 23:53:31,24.00,97.00,126,
2023-12-08 23:53:49,24.00,97.00,126,
2023-12-08 23:54:09,24.00,97.00,126,
2023-12-08 23:54:29,24.00,97.00,126,
2023-12-08 23:54:49,24.00,97.00,126,
2023-12-08 23:55:09,24.00,97.00,126,
2023-12-08 23:55:29,24.00,97.00,125,
2023-12-08 23:55:49,24.00,97.00,125,
2023-12-08 23:56:09,24.00,97.00,125,
2023-12-08 23:56:30,24.00,97.00,125,
2023-12-08 23:56:50,24.00,97.00,126,
2023-12-08 23:57:09,24.00,97.00,126,
2023-12-08 23:57:30,24.00,97.00,126,
2023-12-08 23:57:49,24.00,97.00,126,
2023-12-08 23:58:09,24.00,97.00,126,
2023-12-08 23:58:30,24.00,97.00,126,
2023-12-08 23:58:50,24.00,97.00,126,
2023-12-08 23:59:10,24.00,97.00,126,
2023-12-08 23:59:31,24.00,97.00,126,
2023-12-08 23:59:50,24.00,97.00,126,
2023-12-09 0:00:09,24.00,97.00,126,
2023-12-09 0:00:29,24.00,97.00,126,
2023-12-09 0:00:49,24.00,97.00,126,
2023-12-09 0:01:09,24.00,97.00,126,
2023-12-09 0:01:31,24.00,97.00,126,
2023-12-09 0:01:49,24.00,97.00,126,
2023-12-09 0:02:10,24.00,97.00,126,
2023-12-09 0:02:30,24.00,97.00,126,
2023-12-09 0:02:50,24.00,97.00,126,
2023-12-09 0:03:10,24.00,97.00,126,
2023-12-09 0:03:30,24.00,97.00,126,
2023-12-09 0:03:49,24.00,97.00,126,
2023-12-09 0:04:10,24.00,97.00,126,
2023-12-09 0:04:29,24.00,97.00,125,
2023-12-09 0:04:50,24.00,97.00,125,
2023-12-09 0:05:10,24.00,97.00,125,
2023-12-09 0:05:30,24.00,97.00,125,
2023-12-09 0:05:50,24.00,97.00,125,
2023-12-09 0:06:10,24.00,97.00,125,
2023-12-09 0:06:30,24.00,97.00,125,
2023-12-09 0:06:50,24.00,97.00,125,
2023-12-09 0:07:10,24.00,97.00,125,
2023-12-09 0:07:31,24.00,97.00,125,
2023-12-09 0:07:54,24.00,97.00,125,
2023-12-09 0:08:10,24.00,97.00,125,
2023-12-09 0:08:30,24.00,97.00,125,
2023-12-09 0:08:50,24.00,97.00,125,
2023-12-09 0:09:10,24.00,97.00,125,
2023-12-09 0:09:30,24.00,97.00,125,
2023-12-09 0:09:51,24.00,97.00,124,
2023-12-09 0:10:10,24.00,97.00,124,
2023-12-09 0:10:34,24.00,97.00,124,
2023-12-09 0:10:50,24.00,97.00,124,
2023-12-09 0:11:10,24.00,97.00,124,
2023-12-09 0:11:30,24.00,97.00,124,
2023-12-09 0:11:50,24.00,97.00,124,
2023-12-09 0:12:10,24.00,97.00,124,
2023-12-09 0:12:30,24.00,97.00,124,
2023-12-09 0:12:50,24.00,97.00,124,
2023-12-09 0:13:10,24.00,97.00,124,
2023-12-09 0:13:30,24.00,97.00,124,
2023-12-09 0:13:50,24.00,97.00,124,
2023-12-09 0:14:10,24.00,97.00,124,
2023-12-09 0:14:30,24.00,97.00,124,
2023-12-09 0:14:50,24.00,97.00,124,
2023-12-09 0:15:10,24.00,97.00,124,
2023-12-09 0:15:30,24.00,97.00,124,
2023-12-09 0:15:50,24.00,97.00,124,
2023-12-09 0:16:10,24.00,97.00,124,
2023-12-09 0:16:31,24.00,97.00,124,
2023-12-09 0:16:50,24.00,97.00,124,
2023-12-09 0:17:10,24.00,97.00,124,
2023-12-09 0:17:30,24.00,97.00,124,
2023-12-09 0:17:50,24.00,97.00,124,
2023-12-09 0:18:11,24.00,97.00,124,
2023-12-09 0:18:30,24.00,97.00,124,
2023-12-09 0:18:50,24.00,97.00,124,
2023-12-09 0:19:10,24.00,97.00,124,
2023-12-09 0:19:31,24.00,97.00,124,
2023-12-09 0:19:50,24.00,97.00,124,
2023-12-09 0:20:11,24.00,97.00,124,
2023-12-09 0:20:31,24.00,97.00,123,
2023-12-09 0:20:51,24.00,97.00,124,
2023-12-09 0:21:11,24.00,97.00,124,
2023-12-09 0:21:31,24.00,97.00,124,
2023-12-09 0:21:51,24.00,97.00,124,
2023-12-09 0:22:11,24.00,97.00,124,
2023-12-09 0:22:31,24.00,97.00,124,
2023-12-09 0:22:51,24.00,97.00,124,
2023-12-09 0:23:11,24.00,97.00,124,
2023-12-09 0:23:31,24.00,97.00,125,
2023-12-09 0:23:51,24.00,97.00,125,
2023-12-09 0:24:11,24.00,97.00,125,
2023-12-09 0:24:31,24.00,97.00,125,
2023-12-09 0:24:51,24.00,97.00,125,
2023-12-09 0:25:11,24.00,97.00,126,
2023-12-09 0:25:31,24.00,97.00,126,
2023-12-09 0:25:51,24.00,97.00,126,
2023-12-09 0:26:11,24.00,97.00,126,
2023-12-09 0:26:31,24.00,97.00,126,
2023-12-09 0:26:51,24.00,97.00,126,
2023-12-09 0:27:11,24.00,97.00,126,
2023-12-09 0:27:32,24.00,97.00,126,
2023-12-09 0:27:51,24.00,97.00,126,
2023-12-09 0:28:11,24.00,97.00,126,
2023-12-09 0:28:31,24.00,97.00,126,
2023-12-09 0:28:51,24.00,97.00,126,
2023-12-09 0:29:11,24.00,97.00,125,
2023-12-09 0:29:31,24.00,97.00,126,
2023-12-09 0:29:51,24.00,97.00,126,
2023-12-09 0:30:12,24.00,97.00,126,
2023-12-09 0:30:31,24.00,97.00,125,
2023-12-09 0:30:52,24.00,97.00,125,
2023-12-09 0:31:12,24.00,97.00,125,
2023-12-09 0:31:32,24.00,97.00,125,
2023-12-09 0:31:51,24.00,97.00,125,
2023-12-09 0:32:11,24.00,97.00,124,
2023-12-09 0:32:32,24.00,97.00,124,
2023-12-09 0:32:52,24.00,96.00,124,
2023-12-09 0:33:12,24.00,96.00,125,
2023-12-09 0:33:32,24.00,96.00,125,
2023-12-09 0:33:52,24.00,96.00,125,
2023-12-09 0:34:12,24.00,96.00,126,
2023-12-09 0:34:32,24.00,96.00,125,
2023-12-09 0:34:52,24.00,96.00,123,
2023-12-09 0:35:12,24.00,96.00,127,
2023-12-09 0:35:31,24.00,96.00,128,
2023-12-09 0:35:51,24.00,96.00,128,
2023-12-09 0:36:12,24.00,96.00,128,
2023-12-09 0:36:32,24.00,96.00,129,
2023-12-09 0:36:52,24.00,96.00,129,
2023-12-09 0:37:12,24.00,96.00,128,
2023-12-09 0:37:32,24.00,96.00,128,
2023-12-09 0:37:52,24.00,96.00,128,
2023-12-09 0:38:12,24.00,96.00,127,
2023-12-09 0:38:32,24.00,96.00,128,
2023-12-09 0:38:52,24.00,96.00,128,
2023-12-09 0:39:12,24.00,96.00,128,
2023-12-09 0:39:33,24.00,96.00,128,
2023-12-09 0:39:52,24.00,96.00,128,
2023-12-09 0:40:12,24.00,96.00,129,
2023-12-09 0:40:37,24.00,96.00,128,
2023-12-09 0:40:52,24.00,96.00,128,
2023-12-09 0:41:13,24.00,96.00,128,
2023-12-09 0:41:32,24.00,96.00,127,
2023-12-09 0:41:52,24.00,96.00,126,
2023-12-09 0:42:12,24.00,96.00,127,
2023-12-09 0:42:34,24.00,96.00,126,
2023-12-09 0:42:52,24.00,96.00,126,
2023-12-09 0:43:12,24.00,96.00,126,
2023-12-09 0:43:32,24.00,96.00,126,
2023-12-09 0:43:52,24.00,96.00,125,
2023-12-09 0:44:13,24.00,96.00,125,
2023-12-09 0:44:32,24.00,96.00,126,
2023-12-09 0:44:52,24.00,96.00,126,
2023-12-09 0:45:13,24.00,96.00,125,
2023-12-09 0:45:35,24.00,96.00,123,
2023-12-09 0:45:53,24.00,96.00,126,
2023-12-09 0:46:13,24.00,96.00,126,
2023-12-09 0:46:33,24.00,96.00,126,
2023-12-09 0:46:53,24.00,96.00,126,
2023-12-09 0:47:13,24.00,96.00,126,
2023-12-09 0:47:33,24.00,96.00,127,
2023-12-09 0:47:53,24.00,96.00,126,
2023-12-09 0:48:13,24.00,96.00,126,
2023-12-09 0:48:33,24.00,96.00,126,
2023-12-09 0:48:53,24.00,96.00,126,
2023-12-09 0:49:13,24.00,97.00,126,
2023-12-09 0:49:33,24.00,96.00,126,
2023-12-09 0:49:53,24.00,97.00,126,
2023-12-09 0:50:14,24.00,97.00,125,
2023-12-09 0:50:33,24.00,97.00,125,
2023-12-09 0:50:53,24.00,97.00,125,
2023-12-09 0:51:13,24.00,97.00,125,
2023-12-09 0:51:33,24.00,97.00,125,
2023-12-09 0:51:53,24.00,97.00,125,
2023-12-09 0:52:13,24.00,97.00,125,
2023-12-09 0:52:33,24.00,97.00,124,
2023-12-09 0:52:53,24.00,97.00,124,
2023-12-09 0:53:14,24.00,97.00,124,
2023-12-09 0:53:34,24.00,97.00,124,
2023-12-09 0:53:54,24.00,97.00,124,
2023-12-09 0:54:14,24.00,97.00,124,
2023-12-09 0:54:34,24.00,97.00,123,
2023-12-09 0:54:54,24.00,97.00,123,
2023-12-09 0:55:14,24.00,97.00,123,
2023-12-09 0:55:33,24.00,97.00,123,
2023-12-09 0:55:54,24.00,97.00,123,
2023-12-09 0:56:14,24.00,97.00,123,
2023-12-09 0:56:34,24.00,97.00,123,
2023-12-09 0:56:54,24.00,97.00,123,
2023-12-09 0:57:14,24.00,97.00,123,
2023-12-09 0:57:34,24.00,97.00,123,
2023-12-09 0:57:54,24.00,97.00,123,
2023-12-09 0:58:14,24.00,97.00,122,
2023-12-09 0:58:34,24.00,97.00,122,
2023-12-09 0:58:55,24.00,97.00,122,
2023-12-09 0:59:14,24.00,97.00,122,
2023-12-09 0:59:34,24.00,97.00,122,
2023-12-09 0:59:54,24.00,97.00,122,
2023-12-09 1:00:14,24.00,97.00,122,
2023-12-09 1:00:34,24.00,97.00,122,
2023-12-09 1:00:54,24.00,97.00,122,
2023-12-09 1:01:15,24.00,97.00,122,
2023-12-09 1:01:34,24.00,97.00,122,
2023-12-09 1:01:54,24.00,97.00,122,
2023-12-09 1:02:15,24.00,97.00,121,
2023-12-09 1:02:34,24.00,97.00,121,
2023-12-09 1:02:54,24.00,97.00,121,
2023-12-09 1:03:14,24.00,97.00,121,
2023-12-09 1:03:34,24.00,97.00,121,
2023-12-09 1:03:54,24.00,97.00,121,
2023-12-09 1:04:15,24.00,97.00,121,
2023-12-09 1:04:34,24.00,97.00,121,
2023-12-09 1:05:15,24.00,97.00,121,
2023-12-09 1:05:34,24.00,97.00,121,
2023-12-09 1:05:54,24.00,97.00,121,
2023-12-09 1:06:14,24.00,97.00,121,
2023-12-09 1:06:34,24.00,97.00,121,
2023-12-09 1:06:54,24.00,97.00,121,
2023-12-09 1:07:14,24.00,97.00,121,
2023-12-09 1:07:35,24.00,97.00,121,
2023-12-09 1:07:55,24.00,97.00,121,
2023-12-09 1:08:14,24.00,97.00,121,
2023-12-09 1:08:37,24.00,98.00,121,
2023-12-09 1:08:55,24.00,98.00,121,
2023-12-09 1:09:15,24.00,98.00,121,
2023-12-09 1:09:35,24.00,98.00,121,
2023-12-09 1:09:55,24.00,98.00,121,
2023-12-09 1:10:15,24.00,98.00,121,
2023-12-09 1:10:35,24.00,98.00,121,
2023-12-09 1:10:55,24.00,98.00,121,
2023-12-09 1:11:15,24.00,98.00,121,
2023-12-09 1:11:35,24.00,98.00,121,
2023-12-09 1:11:55,24.00,98.00,121,
2023-12-09 1:12:15,24.00,98.00,121,
2023-12-09 1:12:35,24.00,98.00,121,
2023-12-09 1:12:55,24.00,98.00,121,
2023-12-09 1:13:15,24.00,98.00,121,
2023-12-09 1:13:35,24.00,98.00,121,
2023-12-09 1:13:55,24.00,98.00,121,
2023-12-09 1:14:15,24.00,98.00,121,
2023-12-09 1:14:35,24.00,98.00,120,
2023-12-09 1:14:55,24.00,98.00,120,
2023-12-09 1:15:15,24.00,98.00,120,
2023-12-09 1:15:35,24.00,98.00,120,
2023-12-09 1:15:56,24.00,98.00,120,
2023-12-09 1:16:15,24.00,98.00,120,
2023-12-09 1:16:35,24.00,98.00,120,
2023-12-09 1:16:55,24.00,98.00,120,
2023-12-09 1:17:15,24.00,98.00,120,
2023-12-09 1:17:35,24.00,98.00,120,
2023-12-09 1:17:56,24.00,98.00,120,
2023-12-09 1:18:15,24.00,98.00,120,
2023-12-09 1:18:35,24.00,98.00,120,
2023-12-09 1:18:58,24.00,98.00,120,
2023-12-09 1:19:15,24.00,98.00,120,
2023-12-09 1:19:35,24.00,98.00,120,
2023-12-09 1:19:55,24.00,98.00,120,
2023-12-09 1:20:15,24.00,98.00,120,
2023-12-09 1:20:35,24.00,98.00,120,
2023-12-09 1:20:55,24.00,98.00,120,
2023-12-09 1:21:16,24.00,98.00,119,
2023-12-09 1:21:36,24.00,98.00,120,
2023-12-09 1:22:16,24.00,98.00,119,
2023-12-09 1:22:35,24.00,98.00,120,
2023-12-09 1:22:51,0.00,0.00,0,
2023-12-09 1:23:16,24.00,98.00,119,
2023-12-09 1:23:36,24.00,98.00,119,
2023-12-09 1:23:56,24.00,98.00,120,
2023-12-09 1:24:16,24.00,98.00,119,
2023-12-09 1:24:36,24.00,98.00,119,
2023-12-09 1:24:56,24.00,98.00,119,
2023-12-09 1:25:16,24.00,98.00,119,
2023-12-09 1:25:36,24.00,98.00,119,
2023-12-09 1:25:56,24.00,98.00,119,
2023-12-09 1:26:16,24.00,98.00,119,
2023-12-09 1:26:39,24.00,98.00,119,
2023-12-09 1:26:56,24.00,98.00,119,
2023-12-09 1:27:16,24.00,98.00,119,
2023-12-09 1:27:36,24.00,98.00,119,
2023-12-09 1:27:56,24.00,98.00,119,
2023-12-09 1:28:16,24.00,98.00,119,
2023-12-09 1:28:36,24.00,98.00,119,
2023-12-09 1:28:56,24.00,98.00,119,
2023-12-09 1:29:16,24.00,98.00,119,
2023-12-09 1:29:36,24.00,98.00,119,
2023-12-09 1:29:56,24.00,98.00,119,
2023-12-09 1:30:16,24.00,98.00,119,
2023-12-09 1:30:36,24.00,98.00,119,
2023-12-09 1:30:56,24.00,98.00,119,
2023-12-09 1:31:16,24.00,98.00,119,
2023-12-09 1:31:36,24.00,98.00,119,
2023-12-09 1:31:56,24.00,98.00,119,
2023-12-09 1:32:16,24.00,98.00,119,
2023-12-09 1:32:37,24.00,98.00,119,
2023-12-09 1:32:56,24.00,98.00,119,
2023-12-09 1:33:16,24.00,98.00,118,
2023-12-09 1:33:37,24.00,98.00,118,
2023-12-09 1:33:56,24.00,98.00,118,
2023-12-09 1:34:19,24.00,98.00,118,
2023-12-09 1:34:36,24.00,98.00,118,
2023-12-09 1:34:56,24.00,98.00,118,
2023-12-09 1:35:17,24.00,98.00,118,
2023-12-09 1:35:36,24.00,98.00,118,
2023-12-09 1:35:56,24.00,98.00,118,
2023-12-09 1:36:16,24.00,98.00,118,
2023-12-09 1:36:37,24.00,98.00,118,
2023-12-09 1:36:56,24.00,98.00,118,
2023-12-09 1:37:17,24.00,98.00,118,
2023-12-09 1:37:37,24.00,98.00,118,
2023-12-09 1:37:57,24.00,98.00,118,
2023-12-09 1:38:16,24.00,98.00,118,
2023-12-09 1:38:37,24.00,98.00,118,
2023-12-09 1:38:57,24.00,98.00,118,
2023-12-09 1:39:17,24.00,98.00,118,
2023-12-09 1:39:37,24.00,98.00,118,
2023-12-09 1:39:57,24.00,98.00,118,
2023-12-09 1:40:17,24.00,98.00,118,
2023-12-09 1:40:37,24.00,98.00,118,
2023-12-09 1:40:57,24.00,98.00,118,
2023-12-09 1:41:17,24.00,98.00,118,
2023-12-09 1:41:37,24.00,98.00,118,
2023-12-09 1:41:57,24.00,98.00,118,
2023-12-09 1:42:17,24.00,98.00,118,
2023-12-09 1:42:38,24.00,98.00,118,
2023-12-09 1:42:57,24.00,98.00,118,
2023-12-09 1:43:17,24.00,98.00,118,
2023-12-09 1:43:37,24.00,98.00,118,
2023-12-09 1:43:57,24.00,98.00,118,
2023-12-09 1:44:20,24.00,98.00,118,
2023-12-09 1:44:40,24.00,98.00,118,
2023-12-09 1:44:57,24.00,98.00,118,
2023-12-09 1:45:17,24.00,98.00,118,
2023-12-09 1:45:38,24.00,98.00,118,
2023-12-09 1:45:57,24.00,98.00,118,
2023-12-09 1:46:18,24.00,98.00,118,
2023-12-09 1:46:37,24.00,98.00,118,
2023-12-09 1:46:58,24.00,98.00,118,
2023-12-09 1:47:21,24.00,98.00,118,
2023-12-09 1:47:38,24.00,98.00,118,
2023-12-09 1:47:58,24.00,98.00,118,
2023-12-09 1:48:18,24.00,98.00,118,
2023-12-09 1:48:38,24.00,98.00,118,
2023-12-09 1:48:58,24.00,98.00,118,
2023-12-09 1:49:17,24.00,98.00,118,
2023-12-09 1:49:37,24.00,98.00,118,
2023-12-09 1:49:58,24.00,98.00,117,
2023-12-09 1:50:17,24.00,98.00,118,
2023-12-09 1:50:38,24.00,98.00,117,
2023-12-09 1:50:58,24.00,98.00,117,
2023-12-09 1:51:42,24.00,98.00,117,
2023-12-09 1:51:17,24.00,98.00,117,
2023-12-09 1:51:58,24.00,98.00,117,
2023-12-09 1:52:18,24.00,98.00,117,
2023-12-09 1:52:39,24.00,98.00,117,
2023-12-09 1:52:58,24.00,98.00,117,
2023-12-09 1:53:18,24.00,98.00,117,
2023-12-09 1:53:38,24.00,98.00,117,
2023-12-09 1:54:03,24.00,98.00,117,
2023-12-09 1:54:18,24.00,98.00,117,
2023-12-09 1:54:38,24.00,98.00,117,
2023-12-09 1:54:58,24.00,98.00,117,
2023-12-09 1:55:19,24.00,98.00,117,
2023-12-09 1:55:39,24.00,98.00,117,
2023-12-09 1:55:58,24.00,98.00,117,
2023-12-09 1:56:38,24.00,98.00,117,
2023-12-09 1:56:18,24.00,98.00,117,
2023-12-09 1:56:58,24.00,98.00,117,
2023-12-09 1:57:18,24.00,98.00,117,
2023-12-09 1:57:40,24.00,98.00,117,
2023-12-09 1:57:58,24.00,98.00,118,
2023-12-09 1:58:18,24.00,98.00,118,
2023-12-09 1:58:38,24.00,98.00,118,
2023-12-09 1:58:59,24.00,98.00,118,
2023-12-09 1:59:18,24.00,98.00,118,
2023-12-09 1:59:38,24.00,98.00,118,
2023-12-09 1:59:58,24.00,98.00,118,
2023-12-09 2:00:18,24.00,98.00,118,
2023-12-09 2:00:38,24.00,98.00,118,
2023-12-09 2:00:58,24.00,98.00,118,
2023-12-09 2:01:19,24.00,98.00,118,
2023-12-09 2:01:38,24.00,98.00,118,
2023-12-09 2:01:58,24.00,98.00,118,
2023-12-09 2:02:18,24.00,98.00,118,
2023-12-09 2:02:39,24.00,98.00,118,
2023-12-09 2:02:59,24.00,98.00,118,
2023-12-09 2:03:18,24.00,98.00,118,
2023-12-09 2:03:39,24.00,98.00,118,
2023-12-09 2:03:58,24.00,98.00,118,
2023-12-09 2:04:19,24.00,98.00,118,
2023-12-09 2:04:39,24.00,98.00,118,
2023-12-09 2:05:01,24.00,98.00,118,
2023-12-09 2:05:19,24.00,98.00,118,
2023-12-09 2:05:40,24.00,98.00,118,
2023-12-09 2:05:59,24.00,98.00,118,
2023-12-09 2:06:21,24.00,98.00,118,
2023-12-09 2:06:39,24.00,98.00,118,
2023-12-09 2:06:59,24.00,98.00,118,
2023-12-09 2:07:19,24.00,98.00,118,
